No.,Site,Site name,Longitude (°E),Latitude (°N),Elevation (m),Pinus松属,Pinus Diploxylon松属(双维管束),Pinus Haploxylon松属(单维管束),Pinus + Picea松属+云衫属,Pinus + Picea + Abies松属+云杉属+冷杉属,Pinus koraiensis红松,Pinus pumila偃松,Pinus sylvestris var mongolica樟子松
3572,青藏高原 MIY-19,Qingzang Plateauan MIY-19,97.350 ,35.020 ,4302 ,0.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3573,青藏高原 MIY-20,Qingzang Plateauan MIY-20,97.350 ,35.020 ,4310 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3574,青藏高原 MIY-21,Qingzang Plateauan MIY-21,97.390 ,35.040 ,4332 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3575,青藏高原 MIY-22,Qingzang Plateauan MIY-22,97.390 ,35.040 ,4341 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3576,青藏高原 MIY-23,Qingzang Plateauan MIY-23,97.390 ,35.040 ,4333 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3577,青藏高原 MIY-25,Qingzang Plateauan MIY-25,97.510 ,35.000 ,4311 ,0.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3578,青藏高原 MIY-27,Qingzang Plateauan MIY-27,97.900 ,35.040 ,4260 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3579,青藏高原 MIY-29,Qingzang Plateauan MIY-29,98.080 ,34.990 ,4256 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3580,青藏高原 MIY-30,Qingzang Plateauan MIY-30,98.100 ,34.970 ,4247 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3581,青藏高原 MIY-31,Qingzang Plateauan MIY-31,98.120 ,34.940 ,4242 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3582,青藏高原 MIY-35,Qingzang Plateauan MIY-35,98.110 ,34.740 ,4241 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3583,青藏高原 MIY-36,Qingzang Plateauan MIY-36,98.210 ,34.800 ,4230 ,0.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3584,青藏高原 MIY-37,Qingzang Plateauan MIY-37,98.210 ,34.800 ,4240 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3585,青藏高原 MIY-38,Qingzang Plateauan MIY-38,98.170 ,34.870 ,4240 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3586,青藏高原 MIY-39,Qingzang Plateauan MIY-39,97.450 ,33.990 ,4581 ,1.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3587,青藏高原 MIY-40,Qingzang Plateauan MIY-40,97.470 ,33.990 ,4581 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3588,青藏高原 MIY-41,Qingzang Plateauan MIY-41,97.540 ,34.020 ,4620 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3589,青藏高原 MIY-42,Qingzang Plateauan MIY-42,97.540 ,34.020 ,4617 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3590,青藏高原 MIY-43,Qingzang Plateauan MIY-43,97.840 ,34.240 ,4754 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3591,青藏高原 MIY-44,Qingzang Plateauan MIY-44,97.840 ,34.250 ,4740 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3592,青藏高原 MIY-46,Qingzang Plateauan MIY-46,98.060 ,34.670 ,4233 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3593,青藏高原 MIY-48,Qingzang Plateauan MIY-48,98.360 ,34.820 ,4228 ,0.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3594,青藏高原 MIY-49,Qingzang Plateauan MIY-49,98.390 ,34.830 ,4230 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3595,青藏高原 MIY-50,Qingzang Plateauan MIY-50,98.390 ,34.830 ,4231 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3596,青藏高原 MIY-51,Qingzang Plateauan MIY-51,98.520 ,34.920 ,4263 ,0.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3597,青藏高原 MIY-52,Qingzang Plateauan MIY-52,98.520 ,34.920 ,4266 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3598,青藏高原 MIY-53,Qingzang Plateauan MIY-53,98.520 ,34.920 ,4267 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3599,青藏高原 MIY-54,Qingzang Plateauan MIY-54,99.470 ,34.880 ,4592 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3600,青藏高原 NB,Qingzang Plateauan NB,101.100 ,33.380 ,4030 ,1.60 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3601,青藏高原 NE1,Qingzang Plateauan NE1,100.242 ,38.015 ,2804 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3602,青藏高原 NE2,Qingzang Plateauan NE2,100.912 ,37.460 ,3314 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3603,青藏高原 NE3,Qingzang Plateauan NE3,100.912 ,37.460 ,3314 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3604,青藏高原 NE4,Qingzang Plateauan NE4,101.280 ,37.610 ,3196 ,2.85 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3605,青藏高原 NE5,Qingzang Plateauan NE5,101.280 ,37.610 ,3196 ,0.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3606,青藏高原 NE6,Qingzang Plateauan NE6,101.570 ,37.140 ,2811 ,1.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3607,青藏高原 S-01,Qingzang Plateauan S-01,102.280 ,34.010 ,3430 ,2.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3608,青藏高原 S-02,Qingzang Plateauan S-02,102.550 ,33.980 ,3437 ,4.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3609,青藏高原 S-03,Qingzang Plateauan S-03,101.150 ,33.390 ,4323 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3610,青藏高原 S-04,Qingzang Plateauan S-04,101.160 ,33.380 ,4256 ,1.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3611,青藏高原 S-05,Qingzang Plateauan S-05,101.170 ,33.410 ,4150 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3612,青藏高原 S-06,Qingzang Plateauan S-06,101.100 ,33.350 ,4030 ,1.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3613,青藏高原 S-07,Qingzang Plateauan S-07,101.110 ,33.340 ,4030 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3614,青藏高原 S-08,Qingzang Plateauan S-08,101.920 ,33.400 ,4028 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3615,青藏高原 S-09,Qingzang Plateauan S-09,101.120 ,33.220 ,4100 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3616,青藏高原 S-10,Qingzang Plateauan S-10,101.120 ,33.220 ,4100 ,0.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3617,青藏高原 S-11,Qingzang Plateauan S-11,101.120 ,33.220 ,4200 ,1.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3618,青藏高原 S-12,Qingzang Plateauan S-12,101.120 ,33.220 ,4300 ,0.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3619,青藏高原 S-13,Qingzang Plateauan S-13,101.120 ,33.220 ,4307 ,0.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3620,青藏高原 S-14,Qingzang Plateauan S-14,100.370 ,32.510 ,4527 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3621,青藏高原 S-15,Qingzang Plateauan S-15,100.260 ,31.660 ,3534 ,1.71 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3622,青藏高原 S-16,Qingzang Plateauan S-16,99.760 ,31.110 ,4220 ,2.21 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3623,青藏高原 S-17,Qingzang Plateauan S-17,99.860 ,31.250 ,4533 ,4.79 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3624,青藏高原 S-19,Qingzang Plateauan S-19,99.120 ,31.860 ,4055 ,0.60 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3625,青藏高原 S-20,Qingzang Plateauan S-20,99.060 ,32.000 ,4024 ,0.51 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3626,青藏高原 S-21,Qingzang Plateauan S-21,96.550 ,33.210 ,4244 ,0.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3627,青藏高原 S-22,Qingzang Plateauan S-22,96.750 ,33.350 ,4610 ,0.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3628,青藏高原 S-24,Qingzang Plateauan S-24,99.090 ,34.830 ,4667 ,0.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3629,青藏高原 S-25,Qingzang Plateauan S-25,99.100 ,34.830 ,4679 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3630,青藏高原 S-26,Qingzang Plateauan S-26,100.110 ,36.180 ,2668 ,0.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3631,青藏高原 TS01-01,Qingzang Plateauan TS01-01,91.200 ,31.500 ,4596 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3632,青藏高原 TS01-02,Qingzang Plateauan TS01-02,91.100 ,31.500 ,4586 ,1.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3633,青藏高原 TS01-03,Qingzang Plateauan TS01-03,90.100 ,31.400 ,4708 ,0.95 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3634,青藏高原 TS01-04,Qingzang Plateauan TS01-04,90.200 ,31.400 ,4654 ,0.98 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3635,青藏高原 TS01-05,Qingzang Plateauan TS01-05,90.400 ,31.400 ,4623 ,1.07 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3636,青藏高原 TS01-06,Qingzang Plateauan TS01-06,90.500 ,31.400 ,4605 ,1.94 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3637,青藏高原 TS01-07,Qingzang Plateauan TS01-07,90.300 ,31.300 ,4620 ,0.98 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3638,青藏高原 TS93-01,Qingzang Plateauan TS93-01,102.800 ,34.900 ,3150 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3639,青藏高原 TS93-02,Qingzang Plateauan TS93-02,102.600 ,34.800 ,3090 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3640,青藏高原 TS93-03,Qingzang Plateauan TS93-03,102.600 ,34.700 ,3200 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3641,青藏高原 TS93-04,Qingzang Plateauan TS93-04,102.500 ,34.700 ,3160 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3642,青藏高原 TS93-06,Qingzang Plateauan TS93-06,102.400 ,34.200 ,3400 ,1.83 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3643,青藏高原 TS93-07,Qingzang Plateauan TS93-07,102.700 ,34.000 ,3230 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3644,青藏高原 TS93-08,Qingzang Plateauan TS93-08,102.900 ,33.900 ,3370 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3645,青藏高原 TS93-09,Qingzang Plateauan TS93-09,103.000 ,33.700 ,3370 ,7.77 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3646,青藏高原 TS93-10,Qingzang Plateauan TS93-10,102.600 ,34.000 ,3350 ,1.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3647,青藏高原 TS93-11,Qingzang Plateauan TS93-11,102.500 ,33.900 ,3340 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3648,青藏高原 TS93-12,Qingzang Plateauan TS93-12,102.600 ,33.800 ,3340 ,22.22 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3649,青藏高原 TS93-13,Qingzang Plateauan TS93-13,102.500 ,33.700 ,3380 ,4.08 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3650,青藏高原 TS93-14,Qingzang Plateauan TS93-14,102.500 ,33.300 ,3350 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3651,青藏高原 TS93-16,Qingzang Plateauan TS93-16,102.400 ,32.700 ,3410 ,1.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3652,青藏高原 TS93-17,Qingzang Plateauan TS93-17,102.400 ,32.500 ,3440 ,1.93 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3653,青藏高原 TS93-18,Qingzang Plateauan TS93-18,102.400 ,32.500 ,3440 ,8.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3654,青藏高原 TS93-19,Qingzang Plateauan TS93-19,102.300 ,32.600 ,3610 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3655,青藏高原 TS93-21,Qingzang Plateauan TS93-21,102.100 ,32.700 ,3720 ,3.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3656,青藏高原 TS93-22,Qingzang Plateauan TS93-22,102.100 ,32.700 ,3750 ,4.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3657,青藏高原 TS93-23,Qingzang Plateauan TS93-23,102.100 ,32.700 ,3720 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3658,青藏高原 TS93-24,Qingzang Plateauan TS93-24,102.100 ,32.700 ,3740 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3659,青藏高原 TS93-25,Qingzang Plateauan TS93-25,102.100 ,32.800 ,3410 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3660,青藏高原 TS93-26,Qingzang Plateauan TS93-26,102.000 ,32.800 ,3340 ,2.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3661,青藏高原 TS93-27,Qingzang Plateauan TS93-27,101.500 ,33.200 ,3580 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3662,青藏高原 TS93-28,Qingzang Plateauan TS93-28,101.300 ,33.400 ,3990 ,14.58 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3663,青藏高原 TS93-29,Qingzang Plateauan TS93-29,101.100 ,33.400 ,4030 ,0.98 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3664,青藏高原 TS93-30,Qingzang Plateauan TS93-30,100.400 ,33.300 ,4060 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3665,青藏高原 TS93-31,Qingzang Plateauan TS93-31,99.700 ,33.900 ,4330 ,1.08 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3666,青藏高原 TS93-32,Qingzang Plateauan TS93-32,100.600 ,34.700 ,3240 ,3.86 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3667,青藏高原 TS93-33,Qingzang Plateauan TS93-33,100.600 ,34.700 ,3330 ,20.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3668,青藏高原 TS93-34,Qingzang Plateauan TS93-34,100.600 ,34.700 ,3380 ,26.87 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3669,青藏高原 TS93-35,Qingzang Plateauan TS93-35,100.600 ,34.600 ,3410 ,11.05 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3670,青藏高原 TS93-36,Qingzang Plateauan TS93-36,100.400 ,34.500 ,3770 ,3.81 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3671,青藏高原 TS93-37,Qingzang Plateauan TS93-37,100.300 ,34.500 ,4200 ,2.35 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3672,青藏高原 TS93-38,Qingzang Plateauan TS93-38,99.800 ,34.600 ,3950 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3673,青藏高原 TS93-39,Qingzang Plateauan TS93-39,99.900 ,34.600 ,3770 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3674,青藏高原 TS93-40,Qingzang Plateauan TS93-40,100.000 ,34.500 ,3810 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3675,青藏高原 TS93-41,Qingzang Plateauan TS93-41,100.300 ,34.400 ,3850 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3676,青藏高原 TS93-42,Qingzang Plateauan TS93-42,100.300 ,34.400 ,3820 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3677,青藏高原 TS93-43,Qingzang Plateauan TS93-43,100.300 ,34.400 ,3820 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3678,青藏高原 TS93-44,Qingzang Plateauan TS93-44,99.600 ,34.600 ,4300 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3679,青藏高原 TS93-45,Qingzang Plateauan TS93-45,99.500 ,34.600 ,4760 ,1.96 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3680,青藏高原 TS93-46,Qingzang Plateauan TS93-46,99.300 ,34.600 ,4440 ,0.99 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3681,青藏高原 TS93-47,Qingzang Plateauan TS93-47,99.100 ,34.700 ,4450 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3682,青藏高原 TS93-48,Qingzang Plateauan TS93-48,99.100 ,34.700 ,4450 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3683,青藏高原 TS93-49,Qingzang Plateauan TS93-49,99.100 ,34.700 ,4430 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3684,青藏高原 TS93-50,Qingzang Plateauan TS93-50,98.800 ,35.100 ,4220 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3685,青藏高原 TS93-51,Qingzang Plateauan TS93-51,98.600 ,35.000 ,4310 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3686,青藏高原 TS93-52,Qingzang Plateauan TS93-52,98.600 ,35.000 ,4210 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3687,青藏高原 TS93-53,Qingzang Plateauan TS93-53,98.200 ,34.900 ,4190 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3688,青藏高原 TS93-54,Qingzang Plateauan TS93-54,97.700 ,35.100 ,4250 ,1.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3689,青藏高原 TS93-55,Qingzang Plateauan TS93-55,97.700 ,35.000 ,4260 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3690,青藏高原 TS93-57,Qingzang Plateauan TS93-57,98.100 ,34.900 ,4210 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3691,青藏高原 TS93-58,Qingzang Plateauan TS93-58,98.100 ,34.800 ,4300 ,2.26 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3692,青藏高原 TS93-59,Qingzang Plateauan TS93-59,99.500 ,35.500 ,4400 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3693,青藏高原 TS93-61,Qingzang Plateauan TS93-61,99.900 ,35.800 ,3920 ,9.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3694,青藏高原 TS93-62,Qingzang Plateauan TS93-62,99.900 ,35.800 ,3910 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3695,青藏高原 TS93-64,Qingzang Plateauan TS93-64,100.400 ,36.100 ,2960 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3696,青藏高原 TS93-65,Qingzang Plateauan TS93-65,100.800 ,36.500 ,3200 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3697,青藏高原 TS93-66,Qingzang Plateauan TS93-66,99.600 ,36.700 ,3660 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3698,青藏高原 TS93-67,Qingzang Plateauan TS93-67,99.200 ,36.700 ,3110 ,0.96 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3699,青藏高原 TS93-68,Qingzang Plateauan TS93-68,99.000 ,36.800 ,3040 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3700,青藏高原 TS93-69,Qingzang Plateauan TS93-69,98.200 ,36.100 ,3440 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3701,青藏高原 TS93-70,Qingzang Plateauan TS93-70,97.600 ,36.000 ,3080 ,0.97 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3702,青藏高原 TS93-71,Qingzang Plateauan TS93-71,97.300 ,36.100 ,2930 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3703,青藏高原 TS93-72,Qingzang Plateauan TS93-72,96.300 ,36.400 ,2870 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3704,青藏高原 TS93-74,Qingzang Plateauan TS93-74,94.400 ,35.900 ,3640 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3705,青藏高原 TS93-75,Qingzang Plateauan TS93-75,94.700 ,35.900 ,3460 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3706,青藏高原 TS93-76,Qingzang Plateauan TS93-76,94.800 ,36.100 ,3230 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3707,青藏高原 TS93-78,Qingzang Plateauan TS93-78,95.300 ,37.700 ,3140 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3708,青藏高原 TS93-79,Qingzang Plateauan TS93-79,94.500 ,38.500 ,3140 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3709,青藏高原 TS93-80,Qingzang Plateauan TS93-80,94.300 ,39.300 ,3230 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3710,青藏高原 TS93-81,Qingzang Plateauan TS93-81,94.300 ,39.600 ,1880 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3711,青藏高原 TS93-82,Qingzang Plateauan TS93-82,95.300 ,40.300 ,1100 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3712,青藏高原 TS93-83,Qingzang Plateauan TS93-83,104.000 ,35.700 ,3490 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3713,青藏高原 TS93-84,Qingzang Plateauan TS93-84,104.000 ,35.800 ,3290 ,5.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3714,青藏高原 TS93-85,Qingzang Plateauan TS93-85,103.900 ,35.800 ,3120 ,4.76 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3715,青藏高原 TS93-86,Qingzang Plateauan TS93-86,104.100 ,35.800 ,2360 ,12.07 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3716,青藏高原 TS93-87,Qingzang Plateauan TS93-87,104.100 ,35.800 ,2280 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3717,青藏高原 TS94-01,Qingzang Plateauan TS94-01,101.900 ,31.000 ,3030 ,17.56 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3718,青藏高原 TS94-02,Qingzang Plateauan TS94-02,102.000 ,30.100 ,2640 ,32.86 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
