No.,Site,Site name,Longitude (°E),Latitude (°N),Elevation (m),Pinus松属,Pinus Diploxylon松属(双维管束),Pinus Haploxylon松属(单维管束),Pinus + Picea松属+云衫属,Pinus + Picea + Abies松属+云杉属+冷杉属,Pinus koraiensis红松,Pinus pumila偃松,Pinus sylvestris var mongolica樟子松
2087,乐培山 1220,Lopei Mt 1220,121.030 ,24.830 ,1220 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2088,乐培山 1240,Lopei Mt 1240,121.030 ,24.830 ,1240 ,0.00 ,0.44 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2089,乐培山 1260,Lopei Mt 1260,121.030 ,24.830 ,1260 ,0.00 ,0.46 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2090,乐培山 1280,Lopei Mt 1280,121.030 ,24.830 ,1280 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2091,乐培山 1285,Lopei Mt 1285,121.030 ,24.830 ,1285 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2092,乐培山 1290,Lopei Mt 1290,121.030 ,24.830 ,1290 ,0.00 ,0.46 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2093,乐培山 1295,Lopei Mt 1295,121.030 ,24.830 ,1295 ,0.00 ,1.79 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2094,乐培山 1300,Lopei Mt 1300,121.030 ,24.830 ,1300 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2095,乐培山 1320,Lopei Mt 1320,121.030 ,24.830 ,1320 ,0.00 ,1.59 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2096,乐培山 1340,Lopei Mt 1340,121.030 ,24.830 ,1340 ,0.00 ,3.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2097,乐培山 1360,Lopei Mt 1360,121.030 ,24.830 ,1360 ,0.00 ,0.19 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2098,乐培山 1400,Lopei Mt 1400,121.030 ,24.830 ,1400 ,0.00 ,6.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2099,乐培山 1420,Lopei Mt 1420,121.030 ,24.830 ,1420 ,0.00 ,3.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2100,乐培山 1460,Lopei Mt 1460,121.030 ,24.830 ,1460 ,0.00 ,1.99 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2101,乐培山 1480,Lopei Mt 1480,121.030 ,24.830 ,1480 ,0.00 ,1.54 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2102,罗浮山 1,Luofu Mt 1,114.030 ,23.270 ,600 ,10.97 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2103,罗浮山 2,Luofu Mt 2,114.050 ,23.270 ,109 ,10.12 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2104,罗浮山 3,Luofu Mt 3,114.050 ,23.270 ,651 ,15.84 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2105,罗浮山 4,Luofu Mt 4,114.050 ,23.030 ,203 ,9.88 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2106,罗浮山 5,Luofu Mt 5,114.070 ,23.270 ,140 ,16.82 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2107,螺髻山,Luojishan,102.400 ,27.500 ,3800 ,0.00 ,48.84 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2108,洛南盆地 NLH28_1,Luonan Basin NLH28_1,110.253 ,34.124 ,894 ,32.93 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2109,洛南盆地 NLH28_2,Luonan Basin NLH28_2,110.253 ,34.124 ,894 ,10.38 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2110,洛南盆地 NLH29,Luonan Basin NLH29,110.120 ,34.075 ,967 ,6.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2111,洛南盆地 NLH30_1,Luonan Basin NLH30_1,110.083 ,34.067 ,1000 ,24.66 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2112,洛南盆地 NLH30_2,Luonan Basin NLH30_2,110.083 ,34.067 ,1000 ,6.88 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2113,洛南盆地 NLH31,Luonan Basin NLH31,110.064 ,34.078 ,1039 ,4.07 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2114,洛南盆地 NLH32_1,Luonan Basin NLH32_1,110.008 ,34.077 ,1119 ,15.60 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2115,洛南盆地 NLH33,Luonan Basin NLH33,110.016 ,34.135 ,1019 ,12.35 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2116,洛南盆地 NLH34,Luonan Basin NLH34,111.520 ,34.179 ,1197 ,15.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2117,洛南盆地 NLH35,Luonan Basin NLH35,111.363 ,34.207 ,782 ,13.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2118,洛南盆地 NLH36,Luonan Basin NLH36,110.101 ,34.102 ,983 ,1.35 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2119,洛南盆地 NLH37,Luonan Basin NLH37,110.200 ,34.112 ,1010 ,27.32 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2120,洛南盆地 NLH38_1,Luonan Basin NLH38_1,110.251 ,34.121 ,906 ,1.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2121,洛南盆地 NLH38_2,Luonan Basin NLH38_2,110.251 ,34.121 ,909 ,4.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2122,洛南盆地 NLH39_1,Luonan Basin NLH39_1,110.234 ,34.118 ,931 ,49.62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2123,洛南盆地 NLH39_2,Luonan Basin NLH39_2,110.234 ,34.118 ,931 ,22.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2124,洛南盆地 NLH40,Luonan Basin NLH40,110.156 ,34.176 ,1022 ,15.45 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2125,洛南盆地 NLH41,Luonan Basin NLH41,110.155 ,34.174 ,1015 ,31.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2126,洛南盆地 NLH42,Luonan Basin NLH42,110.141 ,34.192 ,1200 ,16.34 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2127,洛南盆地 NLH43,Luonan Basin NLH43,110.173 ,34.164 ,1218 ,30.95 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2128,洛南盆地 NLH44,Luonan Basin NLH44,110.240 ,34.162 ,1134 ,19.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2129,洛南盆地 NLH45,Luonan Basin NLH45,110.237 ,34.221 ,1012 ,9.88 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2130,洛南盆地 NLH46_1,Luonan Basin NLH46_1,110.269 ,34.186 ,944 ,28.99 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2131,洛南盆地 NLH46_2,Luonan Basin NLH46_2,110.269 ,34.186 ,944 ,25.85 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2132,洛南盆地 NLH47,Luonan Basin NLH47,110.440 ,34.187 ,1236 ,26.14 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2133,洛南盆地 NLH48,Luonan Basin NLH48,110.451 ,34.220 ,1241 ,20.29 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2134,洛南盆地 NLH49,Luonan Basin NLH49,110.437 ,34.242 ,1444 ,43.36 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2135,洛南盆地 NLH50,Luonan Basin NLH50,110.379 ,34.284 ,1246 ,14.85 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2136,洛南盆地 NLH51,Luonan Basin NLH51,110.355 ,34.319 ,1215 ,25.56 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2137,洛南盆地 NLH52,Luonan Basin NLH52,110.336 ,34.342 ,1315 ,44.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2138,洛南盆地 NLH53,Luonan Basin NLH53,110.459 ,34.200 ,1131 ,15.35 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2139,洛南盆地 NLH54,Luonan Basin NLH54,110.523 ,34.155 ,1130 ,5.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2140,洛南盆地 NLH55,Luonan Basin NLH55,110.547 ,34.130 ,1248 ,25.36 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2141,洛南盆地 NLH56,Luonan Basin NLH56,110.176 ,34.090 ,967 ,8.83 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2142,洛南盆地 NLH57,Luonan Basin NLH57,110.173 ,34.087 ,991 ,8.36 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2143,洛南盆地 NLH58,Luonan Basin NLH58,110.192 ,34.157 ,1039 ,8.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2144,洛南盆地 NLH59,Luonan Basin NLH59,110.216 ,34.142 ,959 ,11.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2145,洛南盆地 NLH60,Luonan Basin NLH60,110.261 ,34.067 ,998 ,10.96 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2146,洛南盆地 NLH61,Luonan Basin NLH61,110.384 ,34.063 ,928 ,10.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2147,洛南盆地 NLH62,Luonan Basin NLH62,110.587 ,34.023 ,980 ,8.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2148,碌曲 1,Luoqui 1,102.380 ,34.600 ,3500 ,0.00 ,35.43 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2149,碌曲 2,Luoqui 2,102.400 ,34.600 ,3400 ,0.00 ,1.91 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2150,庐山 1,Lushan Mt 1,116.000 ,29.350 ,1474 ,61.43 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2151,庐山 2,Lushan Mt 2,116.000 ,29.350 ,1474 ,14.24 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2152,庐山 3,Lushan Mt 3,116.000 ,29.350 ,1474 ,30.60 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2153,庐山 4,Lushan Mt 4,116.000 ,29.350 ,1474 ,63.71 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2154,庐山 5,Lushan Mt 5,116.000 ,29.350 ,1474 ,89.05 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2155,庐山 6,Lushan Mt 6,116.000 ,29.350 ,1474 ,68.54 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2156,鲁迅湖,Luxun Lake,112.200 ,30.000 ,58 ,0.00 ,12.76 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2157,吕梁山(关帝山) s140,Lüliang s140,111.432 ,37.888 ,2136 ,35.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2158,吕梁山(关帝山) s141,Lüliang s141,111.432 ,37.888 ,2136 ,39.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2159,吕梁山(关帝山) s142,Lüliang s142,111.441 ,37.877 ,2022 ,25.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2160,吕梁山(关帝山) s143,Lüliang s143,111.441 ,37.877 ,2014 ,20.94 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2161,吕梁山(关帝山) s144,Lüliang s144,111.513 ,37.774 ,1575 ,33.52 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2162,吕梁山(关帝山) s145,Lüliang s145,111.513 ,37.774 ,1565 ,18.44 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2163,吕梁山(关帝山) s146,Lüliang s146,111.516 ,37.723 ,1455 ,76.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2164,吕梁山(关帝山) s147,Lüliang s147,111.516 ,37.723 ,1467 ,79.92 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2165,吕梁山(芦芽山) s78,Lüliang s78,111.942 ,38.891 ,2335 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2166,吕梁山(芦芽山) s79,Lüliang s79,111.942 ,38.891 ,2334 ,5.84 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2167,吕梁山(芦芽山) s80,Lüliang s80,111.958 ,38.878 ,2160 ,3.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2168,吕梁山(芦芽山) s81,Lüliang s81,112.056 ,38.865 ,1763 ,4.31 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2169,吕梁山(芦芽山) s82,Lüliang s82,112.080 ,38.850 ,1675 ,2.79 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2170,吕梁山(芦芽山) s83,Lüliang s83,112.082 ,38.812 ,1682 ,6.21 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2171,吕梁山(芦芽山) s84,Lüliang s84,112.082 ,38.812 ,1691 ,8.37 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2172,玛珥湖 SC-1,Maer Lake SC-1,110.183 ,19.950 ,90 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2173,麦里 1,Maili 1,122.880 ,42.870 ,155 ,0.00 ,18.88 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2174,麦里 2,Maili 2,122.950 ,42.600 ,155 ,0.00 ,15.31 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2175,麦里 3,Maili 3,122.900 ,42.550 ,155 ,0.00 ,5.93 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2176,玛纳斯湖,Manasi Lake,84.830 ,45.970 ,257 ,0.00 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2177,帽峰山 1,Maofeng Mt 1,113.400 ,23.290 ,166 ,27.19 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2178,帽峰山 2,Maofeng Mt 2,113.460 ,23.290 ,451 ,8.63 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2179,毛河北,Maohebei,119.170 ,39.500 ,50 ,0.00 ,32.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2180,茂兰,Maolan Mt,108.000 ,25.210 ,494 ,31.73 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2181,勐海 1,Menghai 1,100.670 ,21.830 ,560 ,41.48 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2182,勐海 2,Menghai 2,100.670 ,21.830 ,560 ,84.40 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2183,勐海 3,Menghai 3,100.590 ,21.670 ,400 ,23.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2184,苗儿山,Miaoershan,110.200 ,25.200 ,1800 ,0.00 ,13.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2185,米拉山 MLE-01,Mila Mt MLE-01,92.326 ,29.838 ,4770 ,2.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2186,米拉山 MLE-02,Mila Mt MLE-02,92.326 ,29.838 ,4771 ,2.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2187,米拉山 MLE-03,Mila Mt MLE-03,92.326 ,29.838 ,4774 ,2.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2188,米拉山 MLE-04,Mila Mt MLE-04,92.326 ,29.838 ,4782 ,3.60 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2189,米拉山 MLE-05,Mila Mt MLE-05,92.327 ,29.837 ,4792 ,2.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2190,米拉山 MLE-06,Mila Mt MLE-06,92.327 ,29.837 ,4811 ,2.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2191,米拉山 MLE-07,Mila Mt MLE-07,92.327 ,29.837 ,4832 ,2.37 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2192,米拉山 MLE-08,Mila Mt MLE-08,92.328 ,29.836 ,4859 ,1.99 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2193,米拉山 MLE-09,Mila Mt MLE-09,92.328 ,29.836 ,4866 ,4.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2194,米拉山 MLE-10,Mila Mt MLE-10,92.328 ,29.836 ,4872 ,3.62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2195,米拉山 MLE-11,Mila Mt MLE-11,92.328 ,29.836 ,4885 ,4.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2196,米拉山 MLE-12,Mila Mt MLE-12,92.328 ,29.836 ,4910 ,2.46 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2197,米拉山 MLE-13,Mila Mt MLE-13,92.343 ,29.845 ,4921 ,2.43 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2198,米拉山 MLE-14,Mila Mt MLE-14,92.342 ,29.845 ,4962 ,1.95 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2199,米拉山 MLE-15,Mila Mt MLE-15,92.340 ,29.842 ,5032 ,3.44 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2200,米拉山 MLW-01,Mila Mt MLW-01,92.343 ,29.827 ,5009 ,2.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2201,米拉山 MLW-02,Mila Mt MLW-02,92.342 ,29.826 ,4970 ,0.90 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2202,米拉山 MLW-03,Mila Mt MLW-03,92.344 ,29.825 ,4937 ,1.76 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2203,米拉山 MLW-04,Mila Mt MLW-04,92.344 ,29.823 ,4918 ,0.83 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2204,米拉山 MLW-05,Mila Mt MLW-05,92.348 ,29.823 ,4897 ,1.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2205,米拉山 MLW-06,Mila Mt MLW-06,92.348 ,29.821 ,4880 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2206,米拉山 MLW-07,Mila Mt MLW-07,92.352 ,29.816 ,4867 ,2.40 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2207,米拉山 MLW-08,Mila Mt MLW-08,92.352 ,29.816 ,4867 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2208,岷山,Minshan,102.890 ,35.380 ,1964 ,0.00 ,1.59 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2209,苜花河口,Muhuaheke,112.800 ,40.600 ,1232 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2210,纳木错 1,Namocuo 1,90.870 ,30.710 ,4710 ,0.00 ,10.23 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2211,纳木错 2,Namocuo 2,90.860 ,30.680 ,4718 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2212,纳木错 3,Namocuo 3,90.850 ,30.680 ,4712 ,0.00 ,2.56 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2213,纳木错 4,Namocuo 4,90.850 ,30.680 ,4710 ,0.00 ,7.78 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2214,南班江,Nanbanjiang,109.700 ,19.400 ,35 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2215,南独山,Nandu Mt,120.300 ,31.570 ,100 ,25.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2216,南独山,Nandu Mt,120.300 ,31.570 ,100 ,23.26 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2217,南宫,Nangong,115.500 ,37.800 ,40 ,0.00 ,18.52 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2218,南海,Nanhai,113.130 ,23.330 ,15 ,1.08 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2219,南华寺,Nanhuasi,113.580 ,24.680 ,62 ,13.91 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2220,南靖 1,Nanjing 1,117.210 ,24.910 ,415 ,2.42 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2221,南靖 2,Nanjing 2,117.210 ,24.910 ,415 ,3.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2222,南京 a,Nanjing a,119.320 ,32.050 ,5 ,8.38 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2223,南京 b,Nanjing b,119.320 ,32.050 ,5 ,38.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2224,南京 c,Nanjing c,119.320 ,32.050 ,5 ,56.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2225,南京 d,Nanjing d,119.320 ,32.050 ,5 ,50.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2226,南京 e,Nanjing e,119.320 ,32.050 ,5 ,59.92 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2227,南京 f,Nanjing f,119.320 ,32.050 ,5 ,44.84 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2228,南京 g,Nanjing g,119.320 ,32.050 ,5 ,39.76 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2229,南平 1,Nanping 1,118.080 ,26.700 ,866 ,1.40 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2230,南平 2,Nanping 2,118.120 ,26.720 ,835 ,7.19 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2231,南平 3,Nanping 3,118.070 ,26.700 ,786 ,5.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2232,南平 QNs-01,Nanping QNs-01,107.001 ,29.083 ,674 ,26.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2233,南平 QNs-02,Nanping QNs-02,107.001 ,29.082 ,666 ,46.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2234,南平 QNs-03,Nanping QNs-03,107.000 ,29.084 ,679 ,16.80 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2235,南平 QNs-04,Nanping QNs-04,107.000 ,29.084 ,683 ,15.68 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2236,南平 QNs-05,Nanping QNs-05,107.001 ,29.086 ,695 ,43.66 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2237,南平 QNs-06,Nanping QNs-06,107.002 ,29.084 ,670 ,49.54 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2238,南平 QNs-07,Nanping QNs-07,107.002 ,29.084 ,665 ,47.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2239,南平 QNs-08,Nanping QNs-08,107.003 ,29.084 ,667 ,30.43 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2240,南平 QNs-09,Nanping QNs-09,107.003 ,29.082 ,639 ,28.64 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2241,南平 QNs-10,Nanping QNs-10,107.005 ,29.082 ,611 ,38.09 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2242,南平 QNs-11,Nanping QNs-11,107.005 ,29.081 ,607 ,34.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2243,南平 QNs-12,Nanping QNs-12,107.005 ,29.081 ,602 ,55.16 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2244,南平 QNs-13,Nanping QNs-13,106.998 ,29.071 ,580 ,49.61 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2245,南平 QNs-14,Nanping QNs-14,106.998 ,29.070 ,575 ,38.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2246,南平 QNs-15,Nanping QNs-15,106.998 ,29.071 ,585 ,54.40 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
